brand,p_name,sku_id,weight,local,control,inch,connect,communicate,materal,IPXX,xuhang,display,funy,severce,is_bluetooth_talk,people,function
纽曼（Newmine）,['纽曼'],['25463405594'],['200.00'],['中国大陆'],['非触控屏'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['18-20'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
fitup,['fitup'],['43829185551'],['1.0'],[],['全屏触控'],['0.8-1.0'],[],[],[],['不防水'],['16-21'],['其他'],['跑步'],[],['不支持'],['通用'],['心率监测']
lcsoa,['lcsoa'],['31976293186'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fitup,['fitup'],['31919900578'],['100.00'],['中国大陆'],['单点触控'],['1.0-1.2'],[],[],['皮革'],['生活防水'],['7-15'],['墨水屏'],['跑步'],[],['支持'],['通用'],['消息提醒']
邦克凡,['邦克凡'],['38680674622'],['150.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
邦克凡,['邦克凡圆屏智能手表运动男女蓝牙免提通话支付手环心率血压心电图睡眠监测防水跑步多功能安卓苹果CLQ6'],['56488107954'],['100.00'],[],[],[],[],[],['其他'],['不防水'],['3'],['其他'],['无'],[],[],['男士'],[]
华为（HUAWEI）,['华为荣耀手环4'],['53269299512'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['无'],['硅胶'],['50米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['54152104811'],['0.6'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
小米（MI）,['小米'],['55200257646'],['210.00'],[],['多点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['其他'],['生活防水'],['7-10'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
VOSSTR,['VOSSTRP3'],['28201931007'],['37.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
七佳数码,['七佳数码'],['39743314793'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
魅英（MEIYING）,['魅英'],['48398132580'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
DMDG,['DMDG'],['29722615038'],['100.00'],[],['单点触控'],['0.8-1.0'],[],[],['金属'],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['50422570169'],['230.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持'],['男士'],['消息提醒']
小米（MI）,['小米'],['32355276897'],['41.00'],[],[],[],[],[],['其他'],['生活防水'],['8-15'],['彩色触屏'],['否'],[],[],[],['多重定位']
华为（HUAWEI）,['华为'],['43218448292'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['32355759275'],['150.00'],[],[],[],[],[],['TPU'],['生活防水'],['3'],['彩色触屏'],['否'],[],[],[],[]
fitup,['fitupV08S'],['35328138740'],['350.00'],['中国大陆'],['多点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['TPU'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
amazfit,['amazfit'],['10835651965'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
荣耀,['荣耀'],['41564023791'],['100.00'],[],['全屏触控'],['0.8'],['支持蓝牙'],['无'],['其他'],['生活防水'],['20-22'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
小米（MI）,['小米'],['56048764949'],['250.00'],[],['全屏触控'],['1.0-1.2'],['支持蓝牙'],['无'],[],['50米防水'],['7-10'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['运动计步']
VOSSTR,['VOSSTR'],['36916609966'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['26402167471'],['220.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['43538389124'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['52848714461'],['10.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['20280677492'],['150.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7'],['黑白屏'],['跑步'],[],[],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['20051743667'],['150.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
乐心（lifesense）,['乐心'],['53186788181'],['130.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['无'],['TPU'],['30米防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['56014450464'],['23.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['50米防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
荣耀,['荣耀荣耀手环4'],['55240245791'],['100.00'],['中国大陆'],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['12-14'],['彩屏'],['登山'],[],['不支持蓝牙通话'],['通用'],['心率监测']
amazfit,['amazfit'],['48912693802'],['1.0'],['中国大陆'],[],[],[],[],['其他'],['生活防水'],['16-30'],['其他'],['10'],['一年质保'],[],['男士'],[]
小米（MI）,['小米'],['33252797998'],['70.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['14-16'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
魅英（MEIYING）,['魅英'],['47783505630'],['200.00'],[],['非触控屏'],['0.8'],[],[],[],['不防水'],['7'],['无屏幕'],['跑步'],[],[],['通用'],['消息提醒']
小米（MI）,['小米'],['28899799253'],['200.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['无'],[],['生活防水'],['7'],['其他'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
小米（MI）,['小米'],['21216724951'],['40.00'],[],['单点触控'],['0.8'],[],[],['皮革'],['生活防水'],['7'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['心率监测']
华为（HUAWEI）,['华为'],['55260271541'],['100.00'],['中国大陆'],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['织布'],['50米防水'],['12-14'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
小米（MI）,['小米'],['28789935185'],['20.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['51464307552'],['50.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['49899295748'],['500.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
全颂,['全颂'],['51346081134'],['100.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],['30天无忧退'],['支持'],['男士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['46312225773'],['100.00'],[],['全屏触控'],['0.8-1.0'],[],[],[],['50米以上防水'],['21'],['其他'],['跑步'],[],['不支持'],['男士'],['消息提醒']
文明,['小米手环2腕带替换带'],['17431291728'],['100.00'],[],['单点触控'],['1.2'],[],[],[],['生活防水'],[],['其他'],['跑步'],[],[],['通用'],['心率监测']
博之轮（BOZLUN）,['博之轮'],['33381722288'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['TPU'],['30米防水'],[],['彩屏'],['跑步'],['30天无忧退'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['46323973365'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['54962578666'],['0.6'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米以上防水'],['16-18'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['56326262955'],['100.00'],['中国大陆'],['多点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
小米（MI）,['小米'],['50307778287'],['64.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['50米防水'],[],['彩屏'],['跑步'],[],[],['通用'],['心率监测']
魅英（MEIYING）,['魅英'],['47750097745'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
DMDG,['DMDG'],['41807776021'],['220.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['45775014316'],['100.00'],['中国大陆'],['非触控屏'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
小米（MI）,['小米'],['42280750200'],['80.00'],[],['全屏触控'],['0.8'],[],[],[],['50米防水'],['7-15'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
贝斯特,['贝斯特'],['36940989064'],['100.00'],['中国大陆'],['全屏触控'],['0.8'],[],[],['TPU'],['50米防水'],['7-15'],['彩屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
小米（MI）,['小米'],['33518629256'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
炫戴（XUANDAI）,['炫戴'],['30478588854'],['100.00'],['中国大陆'],['多点触控'],['0.8'],[],[],['金属'],['生活防水'],[],['彩屏'],['器械训练'],[],[],['通用'],['运动计步']
华为（HUAWEI）,['华为手环b3'],['40729958159'],['30.00'],['中国大陆'],['非触控屏'],['0.8-1.0'],[],[],['其他'],['生活防水'],['7'],['黑白屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
文明,['小米手环2充电器'],['29637613248'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['53267013917'],['100.0'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['50米以上防水'],[],['彩屏'],['跑步'],['一年质保'],[],['通用'],['消息提醒']
纽曼（Newmine）,['纽曼'],['53188988202'],['480.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['心率监测']
华为（HUAWEI）,['华为荣耀手环3'],['55017604786'],['500.00'],[],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['其他'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['48222799879'],['100.00'],['中国大陆'],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['12-14'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
amazfit,['amazfit'],['54266906872'],['1.0'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['短信收发'],['硅胶'],['生活防水'],['18-20'],['其他'],['跑步'],['一年质保'],['不支持蓝牙通话'],['老人'],['心率监测']
JJJMJ,['华为商城同款儿童电话手表中学生天才智能防水多功能智能定位男孩女孩男童女童安卓触屏通话手环机QQ微信'],['52774417120'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],['儿童'],[]
360,['360'],['41529604334'],['100.00'],[],[],[],[],[],['其他'],['生活防水'],['3'],['彩色触屏'],[],[],[],['男士'],[]
小米（MI）,['小米'],['1668263289'],['32.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['8-15'],['彩色触屏'],[],[],[],['男士'],[]
小米（MI）,['小米'],['55487563076'],['100.00'],[],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],['其他'],['不防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
360儿童,['360儿童'],['51554953042'],['115.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],['无'],['一年质保'],[],['儿童'],[]
橙朗,['橙朗'],['56512686874'],['100.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7-10'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
HUAWEI,['HUAWEI'],['51509470019'],['20.00'],[],[],[],[],[],['其他'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],[],[],['老人'],[]
华为（HUAWEI）,['华为'],['51676875379'],['1.0'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为荣耀手环3'],['31545448213'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['50米防水'],['7'],['其他'],['游泳'],['一年质保'],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['52958243108'],['50.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
fitup,['fitupV16'],['37437239663'],['24.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['TPU'],['30米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['老人'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['33801684559'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['TPU'],['30米防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
乐心（HIIN）,['乐心'],['25982589839'],['22.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['中性'],[]
小米,['小米小米手环4'],['49902096139'],['400.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],[],['50米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['心率监测']
华为（HUAWEI）,['华为手环3'],['45108545338'],['0.9'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
小米（MI）,['小米'],['14542430691'],['210.00'],[],[],[],[],[],['其他'],['生活防水'],['3'],['彩色触屏'],[],[],[],['通用'],[]
小米（MI）,['小米'],['54603840101'],['1.0'],[],[],[],[],[],['其他'],['50米及以上防水'],['8-15'],['其他'],['5'],[],[],['儿童'],[]
博之轮（BOZLUN）,['博之轮'],['19948775801'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
瑞德罗曼,['瑞德罗曼'],['40971575547'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['通用'],['消息提醒']
炫戴（XUANDAI）,['炫戴'],['38692436130'],['500.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['织布'],['不防水'],[],['其他'],['潜水'],[],[],['通用'],['NFC功能']
VOSSTR,['VOSSTR'],['29977915235'],['230.00'],['中国大陆'],['单点触控'],['1.2'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['52601964387'],['200.00'],[],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['50米防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['43547930443'],['240.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
JJJMJ,['华为商城同款刷公交地铁智能手环nfc支付公交运动手表苹果男女交通卡心率手表'],['52778091023'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],['儿童'],[]
华为（HUAWEI）,['华为'],['48396530681'],['300.00'],[],[],[],[],[],['其他'],['50米及以上防水'],['8-15'],['其他'],[],[],[],['通用'],[]
荣耀,['荣耀'],['54334190810'],['23.0'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['32781255586'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],['7'],['彩屏'],['跑步'],[],[],['女士'],['消息提醒']
华为（HUAWEI）,['华为手环3Pro'],['31211872561'],['200.00'],['中国大陆'],['多点触控'],['0.8-1.0'],[],[],['硅胶'],['50米防水'],['7'],['其他'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
DMDG,['DMDG'],['37198441235'],['100.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['生活防水'],['7-15'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
fitup,['fitupV19'],['47791987082'],['30.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['33522347452'],['80.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,[],['25520886740'],['150.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
文明,['小米手环3充电器'],['29638073932'],['1.0'],[],['单点触控'],['1.0-1.2'],[],[],[],['生活防水'],['16-21'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['运动计步']
纽曼（Newmine）,['纽曼'],['30578584239'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SZ LLQLTD,['华米动青春版硅胶手表带amazfit智能运动手环20MM米家石英Ticwatch2三星华为手表'],['54560102312'],['30.00'],['中国大陆'],[],[],[],[],['硅胶'],['30米防水'],['3'],['无触屏'],['无'],[],[],['男士'],[]
鑫喆,['鑫喆'],['40061738826'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['51698309760'],['0.78'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['50206040600'],['23.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['31473602270'],['20.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['53396470734'],['300.00'],[],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7-10'],['黑白屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
OUMEI,['OUMEI'],['12337512614'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
真匠,['真匠'],['19196640691'],['20.00'],['中国大陆'],[],[],[],[],['其他'],['生活防水'],['4-7'],['其他'],['5种以下'],[],[],['男士'],['GPS定位']
小米（MI）,['小米'],['36950419335'],['100.0'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],[],['一年质保'],[],['儿童'],[]
小米（MI）,['小米小寻儿童手表'],['14542904554'],['210.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['55020677015'],['500.00'],[],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['其他'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
鑫喆,['鑫喆'],['43657754673'],['1.0'],[],['非触控屏'],['1.2'],[],[],['其他'],['生活防水'],['7'],['其他'],['跑步'],['一年质保'],['不支持'],['通用'],['消息提醒']
华为（HUAWEI）,['华为B3手环真皮表带青春版小牛皮原款式折叠扣替换带'],['28280858742'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['55748791479'],['37.00'],['中国大陆'],[],[],[],[],['TPU'],['生活防水'],['3'],['其他'],['15种以上'],[],[],['儿童'],[]
米布斯（mijobs）,['米布斯'],['26745799249'],['20.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['金属'],['不防水'],['7'],['其他'],['无'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
小米（MI）,['小米'],['51654233099'],['100.00'],[],['全屏触控'],['0.8'],[],[],['其他'],['生活防水'],['21'],['黑白屏'],['跑步'],['一年质保'],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为荣耀手环A2腕带'],['27637849398'],['0.8'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
阿奇猫,['阿奇猫'],['52053534916'],['150.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为荣耀手环5运动智能手表心率血氧睡眠监测蓝牙彩屏触控50米游泳防水nfc支付健康跑步男女情侣计步器'],['53327672446'],['100.00'],['中国大陆'],['全屏触控'],['0.8-1.0'],['支持WIFI'],['来电提醒'],[],['50米防水'],['14-16'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
康普奇（Compucci）,['康普奇'],['54294092685'],['130.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['TPU'],['30米防水'],['7-10'],['彩屏'],['跑步'],['30天无忧退'],['不支持蓝牙通话'],['老人'],['消息提醒']
华为（HUAWEI）,['华为'],['56326026716'],['80.00'],['中国大陆'],['多点触控'],['0.8'],['支持蓝牙'],['无'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
米布斯（mijobs）,['米布斯'],['28264888127'],['20.00'],[],['非触控屏'],['1.2'],[],[],[],['生活防水'],['7'],['其他'],['跑步'],[],['不支持'],['通用'],['消息提醒']
VOSSTR,['VOSSTRP11'],['43819669626'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
小米,['小米小米'],['50679544363'],['500.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['48284407168'],['150.00'],[],['单点触控'],['0.8-1.0'],[],[],['皮革'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['通用'],['消息提醒']
乐心（HIIN）,['乐心'],['26146759467'],['64.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['男士'],[]
希比希,['希比希电话手表'],['32006693191'],['50.00'],['中国大陆'],[],[],[],[],['硅胶'],['30米防水'],['3'],['彩色触屏'],[],[],[],[],[]
VOSSTR,['VOSSTR'],['41642902809'],['200.00'],['中国大陆'],['单点触控'],['1.0-1.2'],[],[],['皮革'],['30米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['女士'],['消息提醒']
炫戴（XUANDAI）,['炫戴'],['39044232119'],['0.8'],['中国大陆'],['单点触控'],['0.8'],[],[],[],['不防水'],['7'],['其他'],['登山'],[],[],['通用'],['NFC功能']
VOSSTR,['VOSSTR'],['36952111044'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
DMDG,['DMDG'],['34613881322'],['116.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['TPU'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持'],['男士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['27071027145'],['190.00'],[],[],[],[],[],['硅胶'],['50米防水'],['30'],['黑白触屏'],['否'],['一年质保'],[],['通用'],['消息提醒']
VOSSTR,['VOSSTR'],['41160090224'],['200.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7-10'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
VOSSTR,['VOSSTR智能手环手表蓝牙手环心率血压检测血氧防水计步器睡眠微信运动华为安卓IOS'],['10866684160'],['500.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['52808644919'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTRB4'],['37264890685'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['皮革'],['生活防水'],['7'],['黑白屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
AMAZFIT,['AMAZFIT'],['16921543692'],['140.00'],[],['全屏触控'],['1.2'],['支持蓝牙'],['短信收发'],[],['50米防水'],[],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['睡眠监测']
乐心（lifesense）,['乐心'],['11943161841'],['120.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],['21'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
乐心（HIIN）,['乐心'],['55585041400'],['20.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['中性'],[]
VOSSTR,['VOSSTR'],['36943418755'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['41407530726'],['150.00'],[],['单点触控'],['0.8'],[],[],[],['50米防水'],[],['黑白屏'],['跑步'],['一年质保'],[],['通用'],['消息提醒']
荣耀（HONOR）,['荣耀'],['56622342483'],['100.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['无'],[],['生活防水'],['7-10'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
VOSSTR,['VOSSTR'],['43704138964'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['27070552520'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['41065321253'],['200.00'],['中国大陆'],['单点触控'],['1.0-1.2'],[],[],[],['30米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['女士'],['消息提醒']
华为（HUAWEI）,['华为'],['32522430964'],['36.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
魅英（MEIYING）,['魅英'],['47850603465'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
荣耀,['荣耀CRS'],['55863097399'],['90.00'],['中国大陆'],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['12-14'],['彩屏'],['骑行'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
amazfit,['amazfitA1712'],['41037547221'],['140.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
乐心（HIIN）,['送男友情人节生日乐心'],['43755779516'],['200.00'],[],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['男士'],[]
乐心（HIIN）,['乐心'],['26147554203'],['63.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7-15'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
360,['360'],['13511737944'],['50.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],['孩子'],[]
